Date,Country,Daily Cases,Daily Deaths,Daily Recovered,Total Cases,Total Deaths,Total Recovered
2024-11-18,India,42371,1951,41909,22136666,273496,21938193
2024-11-17,India,41943,344,41843,22178609,273840,21980036
2024-11-16,India,33498,820,33297,22212107,274660,22013333
2024-11-15,India,14470,152,14375,22226577,274812,22027708
2024-11-14,India,42460,1558,42400,22269037,276370,22070108
2024-11-13,India,17342,394,17019,22286379,276764,22087127
2024-11-12,India,13848,563,13699,22300227,277327,22100826
2024-11-11,India,27571,911,27142,22327798,278238,22127968
2024-11-10,India,14604,1173,14488,22342402,279411,22142456
2024-11-09,India,43082,815,42633,22385484,280226,22185089
2024-11-08,India,36307,787,36056,22421791,281013,22221145
2024-11-07,India,11718,1902,11244,22433509,282915,22232389
2024-11-06,India,41680,1912,41357,22475189,284827,22273746
2024-11-05,India,6761,759,6433,22481950,285586,22280179
2024-11-04,India,31388,1846,31378,22513338,287432,22311557
2024-11-03,India,13428,1769,13074,22526766,289201,22324631
2024-11-02,India,25081,1176,24984,22551847,290377,22349615
2024-11-01,India,34144,1176,33782,22585991,291553,22383397
2024-10-31,India,8847,1177,8446,22594838,292730,22391843
2024-10-30,India,40929,1358,40743,22635767,294088,22432586
2024-10-29,India,19665,569,19579,22655432,294657,22452165
2024-10-28,India,30399,712,30154,22685831,295369,22482319
2024-10-27,India,11554,1507,11433,22697385,296876,22493752
2024-10-26,India,20854,415,20490,22718239,297291,22514242
2024-10-25,India,46345,1353,46068,22764584,298644,22560310
2024-10-24,India,7448,910,7122,22772032,299554,22567432
2024-10-23,India,9119,180,8859,22781151,299734,22576291
2024-10-22,India,30495,1141,30125,22811646,300875,22606416
2024-10-21,India,20266,1458,20233,22831912,302333,22626649
2024-10-20,India,11190,1616,10722,22843102,303949,22637371
2024-10-19,India,17814,1533,17446,22860916,305482,22654817
2024-10-18,India,28335,1093,27989,22889251,306575,22682806
2024-10-17,India,40757,1761,40594,22930008,308336,22723400
2024-10-16,India,38835,376,38354,22968843,308712,22761754
2024-10-15,India,46536,369,46055,23015379,309081,22807809
2024-10-14,India,12688,1604,12480,23028067,310685,22820289
2024-10-13,India,11962,814,11861,23040029,311499,22832150
2024-10-12,India,27526,157,27170,23067555,311656,22859320
2024-10-11,India,49312,1990,48984,23116867,313646,22908304
2024-10-10,India,23471,850,23345,23140338,314496,22931649
2024-10-09,India,5729,250,5271,23146067,314746,22936920
2024-10-08,India,28468,624,28184,23174535,315370,22965104
2024-10-07,India,48273,1091,48197,23222808,316461,23013301
2024-10-06,India,36505,1197,36240,23259313,317658,23049541
2024-10-05,India,13054,1325,12627,23272367,318983,23062168
2024-10-04,India,32379,586,32318,23304746,319569,23094486
2024-10-03,India,44832,1296,44482,23349578,320865,23138968
2024-10-02,India,37281,1932,36922,23386859,322797,23175890
2024-10-01,India,922,1363,469,23387781,324160,23176359
2024-09-30,India,11186,204,10721,23398967,324364,23187080
2024-09-29,India,34179,1313,33850,23433146,325677,23220930
2024-09-28,India,11940,1216,11519,23445086,326893,23232449
2024-09-27,India,5154,742,4751,23450240,327635,23237200
2024-09-26,India,45493,671,45245,23495733,328306,23282445
2024-09-25,India,16350,452,16236,23512083,328758,23298681
2024-09-24,India,8975,1075,8509,23521058,329833,23307190
2024-09-23,India,17348,1445,17322,23538406,331278,23324512
2024-09-22,India,5939,309,5793,23544345,331587,23330305
2024-09-21,India,30223,354,30145,23574568,331941,23360450
2024-09-20,India,18753,651,18353,23593321,332592,23378803
2024-09-19,India,16352,894,15861,23609673,333486,23394664
2024-09-18,India,49347,866,48899,23659020,334352,23443563
2024-09-17,India,10523,1176,10330,23669543,335528,23453893
2024-09-16,India,45963,481,45517,23715506,336009,23499410
2024-09-15,India,34081,787,33800,23749587,336796,23533210
2024-09-14,India,31668,707,31521,23781255,337503,23564731
2024-09-13,India,36396,970,36319,23817651,338473,23601050
2024-09-12,India,21893,239,21669,23839544,338712,23622719
2024-09-11,India,11377,375,11005,23850921,339087,23633724
2024-09-10,India,41089,508,40995,23892010,339595,23674719
2024-09-09,India,30549,915,30287,23922559,340510,23705006
2024-09-08,India,45358,1111,44933,23967917,341621,23749939
2024-09-07,India,32269,1838,31832,24000186,343459,23781771
2024-09-06,India,31954,1427,31619,24032140,344886,23813390
2024-09-05,India,36305,1291,35927,24068445,346177,23849317
2024-09-04,India,36005,1900,35661,24104450,348077,23884978
2024-09-03,India,18843,1911,18385,24123293,349988,23903363
2024-09-02,India,2445,1588,2272,24125738,351576,23905635
2024-09-01,India,20852,637,20628,24146590,352213,23926263
2024-08-31,India,859,1814,522,24147449,354027,23926785
2024-08-30,India,48675,57,48617,24196124,354084,23975402
2024-08-29,India,45517,1058,45412,24241641,355142,24020814
2024-08-28,India,22698,103,22616,24264339,355245,24043430
2024-08-27,India,14924,178,14573,24279263,355423,24058003
2024-08-26,India,43822,566,43383,24323085,355989,24101386
2024-08-25,India,8288,744,7966,24331373,356733,24109352
2024-08-24,India,3040,386,2933,24334413,357119,24112285
2024-08-23,India,1051,1157,938,24335464,358276,24113223
2024-08-22,India,26685,81,26290,24362149,358357,24139513
2024-08-21,India,36848,1784,36626,24398997,360141,24176139
2024-08-20,India,16861,620,16582,24415858,360761,24192721
2024-08-19,India,21062,1257,21047,24436920,362018,24213768
2024-08-18,India,32188,1595,32158,24469108,363613,24245926
2024-08-17,India,33116,1951,32629,24502224,365564,24278555
2024-08-16,India,30585,1240,30367,24532809,366804,24308922
2024-08-15,India,16057,97,15925,24548866,366901,24324847
2024-08-14,India,29368,698,29019,24578234,367599,24353866
2024-08-13,India,6058,717,5840,24584292,368316,24359706
2024-08-12,India,43761,175,43647,24628053,368491,24403353
2024-08-11,India,40345,1466,40142,24668398,369957,24443495
2024-08-10,India,48310,132,47888,24716708,370089,24491383
2024-08-09,India,14481,20,14000,24731189,370109,24505383
2024-08-08,India,15085,1456,14803,24746274,371565,24520186
2024-08-07,India,11175,1308,10695,24757449,372873,24530881
2024-08-06,India,8894,1131,8433,24766343,374004,24539314
2024-08-05,India,17805,1836,17307,24784148,375840,24556621
2024-08-04,India,40544,939,40241,24824692,376779,24596862
2024-08-03,India,6555,84,6090,24831247,376863,24602952
2024-08-02,India,1432,873,1232,24832679,377736,24604184
2024-08-01,India,15819,1055,15510,24848498,378791,24619694
2024-07-31,India,26038,1833,25714,24874536,380624,24645408
2024-07-30,India,41314,1136,41191,24915850,381760,24686599
2024-07-29,India,1509,1875,1419,24917359,383635,24688018
2024-07-28,India,18029,1518,17888,24935388,385153,24705906
2024-07-27,India,15529,1379,15290,24950917,386532,24721196
2024-07-26,India,11670,1998,11490,24962587,388530,24732686
2024-07-25,India,22525,1195,22316,24985112,389725,24755002
2024-07-24,India,34900,12,34802,25020012,389737,24789804
2024-07-23,India,33626,928,33434,25053638,390665,24823238
2024-07-22,India,39223,968,38847,25092861,391633,24862085
2024-07-21,India,10168,335,9738,25103029,391968,24871823
2024-07-20,India,44534,1054,44505,25147563,393022,24916328
2024-07-19,India,17216,1174,16987,25164779,394196,24933315
2024-07-18,India,22411,567,22321,25187190,394763,24955636
2024-07-17,India,45728,1287,45362,25232918,396050,25000998
2024-07-16,India,9135,824,9038,25242053,396874,25010036
2024-07-15,India,5669,1928,5263,25247722,398802,25015299
2024-07-14,India,18598,16,18209,25266320,398818,25033508
2024-07-13,India,43110,1905,42752,25309430,400723,25076260
2024-07-12,India,13606,1017,13171,25323036,401740,25089431
2024-07-11,India,30803,1935,30590,25353839,403675,25120021
2024-07-10,India,35975,1476,35627,25389814,405151,25155648
2024-07-09,India,10092,391,10025,25399906,405542,25165673
2024-07-08,India,13076,1331,12673,25412982,406873,25178346
2024-07-07,India,48288,1573,47995,25461270,408446,25226341
2024-07-06,India,28547,271,28363,25489817,408717,25254704
2024-07-05,India,34912,1958,34828,25524729,410675,25289532
2024-07-04,India,33279,588,32922,25558008,411263,25322454
2024-07-03,India,41023,1250,40925,25599031,412513,25363379
2024-07-02,India,4165,118,3904,25603196,412631,25367283
2024-07-01,India,20549,379,20244,25623745,413010,25387527
2024-06-30,India,12222,1250,11758,25635967,414260,25399285
2024-06-29,India,29080,1279,28582,25665047,415539,25427867
2024-06-28,India,42180,897,42174,25707227,416436,25470041
2024-06-27,India,21633,519,21552,25728860,416955,25491593
2024-06-26,India,7976,1351,7656,25736836,418306,25499249
2024-06-25,India,46457,1997,46021,25783293,420303,25545270
2024-06-24,India,18969,327,18675,25802262,420630,25563945
2024-06-23,India,16638,608,16269,25818900,421238,25580214
2024-06-22,India,3999,1244,3793,25822899,422482,25584007
2024-06-21,India,18955,1790,18881,25841854,424272,25602888
2024-06-20,India,41262,1696,40894,25883116,425968,25643782
2024-06-19,India,41355,1147,41093,25924471,427115,25684875
2024-06-18,India,23083,1579,22971,25947554,428694,25707846
2024-06-17,India,23461,364,23025,25971015,429058,25730871
2024-06-16,India,24916,665,24473,25995931,429723,25755344
2024-06-15,India,20030,1698,19545,26015961,431421,25774889
2024-06-14,India,48127,333,48112,26064088,431754,25823001
2024-06-13,India,41802,53,41749,26105890,431807,25864750
2024-06-12,India,45771,975,45662,26151661,432782,25910412
2024-06-11,India,6664,1946,6336,26158325,434728,25916748
2024-06-10,India,36346,88,36022,26194671,434816,25952770
2024-06-09,India,32209,1406,31998,26226880,436222,25984768
2024-06-08,India,36685,1717,36677,26263565,437939,26021445
2024-06-07,India,27751,954,27714,26291316,438893,26049159
2024-06-06,India,634,1965,194,26291950,440858,26049353
2024-06-05,India,41913,1314,41598,26333863,442172,26090951
2024-06-04,India,38389,1576,38083,26372252,443748,26129034
2024-06-03,India,28487,665,28446,26400739,444413,26157480
2024-06-02,India,31529,293,31114,26432268,444706,26188594
2024-06-01,India,14024,920,13666,26446292,445626,26202260
2024-05-31,India,30851,817,30655,26477143,446443,26232915
2024-05-30,India,36284,408,36145,26513427,446851,26269060
2024-05-29,India,20665,503,20404,26534092,447354,26289464
2024-05-28,India,41268,1061,41217,26575360,448415,26330681
2024-05-27,India,30605,1372,30399,26605965,449787,26361080
2024-05-26,India,21483,1082,21169,26627448,450869,26382249
2024-05-25,India,30972,1965,30813,26658420,452834,26413062
2024-05-24,India,35618,1372,35392,26694038,454206,26448454
2024-05-23,India,42848,856,42805,26736886,455062,26491259
2024-05-22,India,11747,1774,11376,26748633,456836,26502635
2024-05-21,India,31086,1812,30803,26779719,458648,26533438
2024-05-20,India,43874,622,43614,26823593,459270,26577052
2024-05-19,India,31875,1022,31612,26855468,460292,26608664
2024-05-18,India,27657,1408,27579,26883125,461700,26636243
2024-05-17,India,5216,155,5071,26888341,461855,26641314
2024-05-16,India,7452,281,7002,26895793,462136,26648316
2024-05-15,India,12268,985,12262,26908061,463121,26660578
2024-05-14,India,43130,1983,42848,26951191,465104,26703426
2024-05-13,India,31781,1716,31527,26982972,466820,26734953
2024-05-12,India,46953,57,46707,27029925,466877,26781660
2024-05-11,India,31356,1535,31340,27061281,468412,26813000
2024-05-10,India,22954,1246,22482,27084235,469658,26835482
2024-05-09,India,49673,1484,49441,27133908,471142,26884923
2024-05-08,India,36209,1495,35952,27170117,472637,26920875
2024-05-07,India,32834,1803,32683,27202951,474440,26953558
2024-05-06,India,18611,1839,18327,27221562,476279,26971885
2024-05-05,India,33830,1089,33336,27255392,477368,27005221
2024-05-04,India,43490,1369,43248,27298882,478737,27048469
2024-05-03,India,35220,693,35139,27334102,479430,27083608
2024-05-02,India,13697,1185,13608,27347799,480615,27097216
2024-05-01,India,46060,1900,45610,27393859,482515,27142826
2024-04-30,India,34202,750,34066,27428061,483265,27176892
2024-04-29,India,34014,1277,33761,27462075,484542,27210653
2024-04-28,India,1402,1053,1352,27463477,485595,27212005
2024-04-27,India,18312,1465,18105,27481789,487060,27230110
2024-04-26,India,38872,160,38587,27520661,487220,27268697
2024-04-25,India,48432,1423,47989,27569093,488643,27316686
2024-04-24,India,43022,1611,42530,27612115,490254,27359216
2024-04-23,India,19504,942,19262,27631619,491196,27378478
2024-04-22,India,43231,1439,42767,27674850,492635,27421245
2024-04-21,India,26905,1481,26587,27701755,494116,27447832
2024-04-20,India,21086,80,21028,27722841,494196,27468860
2024-04-19,India,22071,956,21572,27744912,495152,27490432
2024-04-18,India,15945,1535,15656,27760857,496687,27506088
2024-04-17,India,11821,559,11697,27772678,497246,27517785
2024-04-16,India,42699,1389,42362,27815377,498635,27560147
2024-04-15,India,13940,1018,13552,27829317,499653,27573699
2024-04-14,India,49496,273,49488,27878813,499926,27623187
2024-04-13,India,29965,467,29672,27908778,500393,27652859
2024-04-12,India,18387,1198,18286,27927165,501591,27671145
2024-04-11,India,12254,1688,11926,27939419,503279,27683071
2024-04-10,India,43339,1697,43217,27982758,504976,27726288
2024-04-09,India,32765,331,32423,28015523,505307,27758711
2024-04-08,India,6356,1179,6305,28021879,506486,27765016
2024-04-07,India,9832,73,9345,28031711,506559,27774361
2024-04-06,India,33916,360,33684,28065627,506919,27808045
2024-04-05,India,17069,356,16624,28082696,507275,27824669
2024-04-04,India,37812,1463,37758,28120508,508738,27862427
2024-04-03,India,47198,549,46709,28167706,509287,27909136
2024-04-02,India,1034,356,827,28168740,509643,27909963
2024-04-01,India,34892,774,34743,28203632,510417,27944706
2024-03-31,India,27134,1497,27055,28230766,511914,27971761
2024-03-30,India,45049,683,44834,28275815,512597,28016595
2024-03-29,India,47839,533,47571,28323654,513130,28064166
2024-03-28,India,25746,831,25319,28349400,513961,28089485
2024-03-27,India,5097,1498,4760,28354497,515459,28094245
2024-03-26,India,6833,1950,6468,28361330,517409,28100713
2024-03-25,India,5013,917,4680,28366343,518326,28105393
2024-03-24,India,36848,843,36646,28403191,519169,28142039
2024-03-23,India,9592,766,9127,28412783,519935,28151166
2024-03-22,India,15066,530,14792,28427849,520465,28165958
2024-03-21,India,24027,743,23894,28451876,521208,28189852
2024-03-20,India,7125,575,6707,28459001,521783,28196559
2024-03-19,India,34535,708,34107,28493536,522491,28230666
2024-03-18,India,31618,790,31152,28525154,523281,28261818
2024-03-17,India,6504,237,6292,28531658,523518,28268110
2024-03-16,India,11425,1561,11270,28543083,525079,28279380
2024-03-15,India,46407,33,46227,28589490,525112,28325607
2024-03-14,India,45997,1990,45574,28635487,527102,28371181
2024-03-13,India,49474,1195,49037,28684961,528297,28420218
2024-03-12,India,21157,717,20833,28706118,529014,28441051
2024-03-11,India,15633,1739,15143,28721751,530753,28456194
2024-03-10,India,41175,1942,40823,28762926,532695,28497017
2025-03-09,Brazil,12386,180,12189,10066570,198031,9868522
2025-03-08,Brazil,26248,1804,25803,10092818,199835,9894325
2025-03-07,Brazil,19110,965,19083,10111928,200800,9913408
2025-03-06,Brazil,34752,1573,34278,10146680,202373,9947686
2025-03-05,Brazil,19246,812,19053,10165926,203185,9966739
2025-03-04,Brazil,33862,153,33758,10199788,203338,10000497
2025-03-03,Brazil,23708,1529,23644,10223496,204867,10024141
2025-03-02,Brazil,7244,629,6992,10230740,205496,10031133
2025-03-01,Brazil,7766,352,7642,10238506,205848,10038775
2025-02-28,Brazil,16880,408,16430,10255386,206256,10055205
2025-02-27,Brazil,34082,752,34070,10289468,207008,10089275
2025-02-26,Brazil,28588,567,28439,10318056,207575,10117714
2025-02-25,Brazil,12645,689,12513,10330701,208264,10130227
2025-02-24,Brazil,29558,505,29264,10360259,208769,10159491
2025-02-23,Brazil,13614,45,13369,10373873,208814,10172860
2025-02-22,Brazil,26404,1427,26264,10400277,210241,10199124
2025-02-21,Brazil,1770,756,1644,10402047,210997,10200768
2025-02-20,Brazil,37391,721,37020,10439438,211718,10237788
2025-02-19,Brazil,33803,42,33685,10473241,211760,10271473
2025-02-18,Brazil,48882,752,48499,10522123,212512,10319972
2025-02-17,Brazil,27454,1381,27112,10549577,213893,10347084
2025-02-16,Brazil,9288,1039,9179,10558865,214932,10356263
2025-02-15,Brazil,21382,1399,21093,10580247,216331,10377356
2025-02-14,Brazil,41553,604,41347,10621800,216935,10418703
2025-02-13,Brazil,26260,1980,26047,10648060,218915,10444750
2025-02-12,Brazil,2558,844,2306,10650618,219759,10447056
2025-02-11,Brazil,29824,1670,29726,10680442,221429,10476782
2025-02-10,Brazil,25034,1768,24748,10705476,223197,10501530
2025-02-09,Brazil,20647,1781,20367,10726123,224978,10521897
2025-02-08,Brazil,10183,1727,9731,10736306,226705,10531628
2025-02-07,Brazil,26861,1872,26423,10763167,228577,10558051
2025-02-06,Brazil,21591,897,21136,10784758,229474,10579187
2025-02-05,Brazil,30711,1497,30638,10815469,230971,10609825
2025-02-04,Brazil,44484,1773,44330,10859953,232744,10654155
2025-02-03,Brazil,15249,989,14750,10875202,233733,10668905
2025-02-02,Brazil,46246,1504,45963,10921448,235237,10714868
2025-02-01,Brazil,26529,881,26394,10947977,236118,10741262
2025-01-31,Brazil,24926,653,24824,10972903,236771,10766086
2025-01-30,Brazil,32779,429,32382,11005682,237200,10798468
2025-01-29,Brazil,5333,1179,4960,11011015,238379,10803428
2025-01-28,Brazil,6150,1743,5672,11017165,240122,10809100
2025-01-27,Brazil,40152,1042,39696,11057317,241164,10848796
2025-01-26,Brazil,30484,1961,30113,11087801,243125,10878909
2025-01-25,Brazil,9484,308,9418,11097285,243433,10888327
2025-01-24,Brazil,31075,406,30954,11128360,243839,10919281
2025-01-23,Brazil,30016,1750,29721,11158376,245589,10949002
2025-01-22,Brazil,40070,738,39753,11198446,246327,10988755
2025-01-21,Brazil,16209,1419,15935,11214655,247746,11004690
2025-01-20,Brazil,33434,1007,33397,11248089,248753,11038087
2025-01-19,Brazil,45146,898,44849,11293235,249651,11082936
2025-01-18,Brazil,26656,443,26365,11319891,250094,11109301
2025-01-17,Brazil,19084,130,19026,11338975,250224,11128327
2025-01-16,Brazil,40423,1769,39954,11379398,251993,11168281
2025-01-15,Brazil,17208,350,17055,11396606,252343,11185336
2025-01-14,Brazil,38564,519,38197,11435170,252862,11223533
2025-01-13,Brazil,27102,1922,26797,11462272,254784,11250330
